,Unnamed: 0,imdb_id,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,tags,youtube_id,split
1813,2669,tt0268380,movie,Ice Age,Ice Age,0,2002,\N,81,"Adventure,Animation,Comedy","entertaining, cult, comedy, murder, flashback",iiACJqr3bOs,val
1814,2671,tt0270288,movie,Confessions of a Dangerous Mind,Confessions of a Dangerous Mind,0,2002,\N,113,"Biography,Comedy,Crime","comedy, murder, paranormal, violence, intrigue, flashback",8ygcq71tYiE,val
1815,2672,tt0270980,movie,My Boss's Daughter,My Boss's Daughter,0,2003,\N,86,"Comedy,Romance","comedy, entertaining",kA4fFu9HVMg,train
1816,2673,tt0271027,movie,Kiss of the Dragon,Kiss of the Dragon,0,2001,\N,98,"Action,Crime,Thriller","comedy, murder, violence, cult, action, suspenseful",X8IVR5dZAcY,train
1817,2677,tt0271367,movie,Eight Legged Freaks,Eight Legged Freaks,0,2002,\N,99,"Action,Adventure,Comedy",psychedelic,SWCM4x3coG8,val
1818,2678,tt0271668,movie,National Security,National Security,0,2003,\N,88,"Action,Comedy,Crime","comedy, humor, action, violence",pra0Mwr0ao8,val
1819,2679,tt0272152,movie,K-PAX,K-PAX,0,2001,\N,120,"Drama,Mystery,Sci-Fi","comedy, fantasy, murder, cult, atmospheric, philosophical",YV5s07zI-Bg,val
1820,2680,tt0272207,movie,Narc,Narc,0,2002,\N,105,"Crime,Drama,Mystery","dark, neo noir, realism, murder, bleak, violence, flashback, suspenseful",eHOp6K4HYGw,val
1821,2681,tt0272338,movie,Punch-Drunk Love,Punch-Drunk Love,0,2002,\N,95,"Comedy,Drama,Romance","comedy, suspenseful, bleak, whimsical, cult, absurd, psychedelic, romantic",IRbca0W1pJ4,train
1822,2685,tt0273517,movie,Darkness,Darkness,0,2002,\N,88,Horror,"gothic, murder, stupid, cult, horror, good versus evil, insanity",ecLG9cLm6i4,train
1823,2686,tt0273799,movie,Max Keeble's Big Move,Max Keeble's Big Move,0,2001,\N,86,"Comedy,Crime,Family","revenge, prank",Jil8JtRXWy4,train
1824,2687,tt0273923,movie,Orange County,Orange County,0,2002,\N,82,"Comedy,Drama",flashback,ETr2fuu5ZcY,test
1825,2689,tt0274166,movie,Johnny English,Johnny English,0,2003,\N,89,"Action,Adventure,Comedy","violence, comedy, humor, comic",JSg2tgnvtgY,train
1826,2690,tt0274309,movie,24 Hour Party People,24 Hour Party People,0,2002,\N,117,"Biography,Comedy,Drama","violence, boring",A1Qz2x94q6A,test
1827,2691,tt0274711,movie,People I Know,People I Know,0,2002,\N,100,"Crime,Drama",murder,aEZn6bRfWwM,val
1828,2692,tt0274812,movie,Secretary,Secretary,0,2002,\N,107,"Comedy,Drama,Romance","pornographic, comedy, boring, flashback, psychedelic, romantic, sadist",AFma24S-Uvw,train
1829,2694,tt0275230,movie,Blood: The Last Vampire,Blood: The Last Vampire,0,2000,\N,48,"Action,Animation,Horror","cult, murder, violence",tYnciEGup9k,train
1830,2695,tt0275773,movie,Versus,Versus,0,2000,\N,119,"Action,Drama,Fantasy","comedy, avant garde, suspenseful, murder, paranormal, cult, violence, flashback, good versus evil, insanity, absurd, psychedelic, action, romantic, melodrama, revenge, sadist",MAAv7cF7svs,train
1831,2696,tt0275847,movie,Lilo & Stitch,Lilo & Stitch,0,2002,\N,85,"Adventure,Animation,Comedy","cute, entertaining, storytelling, sentimental",wAtaSKQ4-T0,train
1832,2697,tt0276751,movie,About a Boy,About a Boy,0,2002,\N,101,"Comedy,Drama,Romance","comedy, realism, whimsical, dramatic, cute, flashback, feel-good, psychedelic, romantic, entertaining, storytelling",55FyTytzbzg,train
1833,2699,tt0277027,movie,I Am Sam,I Am Sam,0,2001,\N,132,Drama,"psychological, thought-provoking, feel-good, psychedelic, romantic, sentimental",z_AguDqCBvo,train
1834,2700,tt0277296,movie,The Scorpion King,The Scorpion King,0,2002,\N,92,"Action,Adventure,Fantasy","violence, action",BDWrB-VteOg,val
1835,2701,tt0277371,movie,Not Another Teen Movie,Not Another Teen Movie,0,2001,\N,89,Comedy,"romantic, humor, stupid, adult comedy, flashback",VdX83RXbDXs,train
1836,2702,tt0277434,movie,We Were Soldiers,We Were Soldiers,0,2002,\N,138,"Action,Drama,History","violence, historical, realism",h0yUlbAt8Kk,test
1837,2704,tt0277744,movie,Dead Heat,Dead Heat,0,2002,\N,94,"Action,Comedy,Crime",suicidal,3TXFFIRVbvE,train
1838,2705,tt0278295,movie,All About the Benjamins,All About the Benjamins,0,2002,\N,95,"Action,Comedy,Crime","violence, humor, comedy",9Y1DkQr2EHU,train
1839,2707,tt0278435,movie,Enough,Enough,0,2002,\N,115,"Crime,Drama,Thriller","revenge, suspenseful, murder, violence",kDBpzvxxhvk,train
1840,2708,tt0278488,movie,How High,How High,0,2001,\N,93,"Comedy,Fantasy",cult,wN9MScUbMng,val
1841,2709,tt0278500,movie,The Importance of Being Earnest,The Importance of Being Earnest,0,2002,\N,97,"Comedy,Drama,Romance","romantic, satire, flashback",ssBUir2LG-U,train
1842,2710,tt0278504,movie,Insomnia,Insomnia,0,2002,\N,118,"Drama,Mystery,Thriller","psychological, neo noir, murder, thought-provoking, atmospheric, flashback, tragedy, romantic, storytelling",imhOekwI1ZU,train
1843,2715,tt0279331,movie,Dark Blue,Dark Blue,0,2002,\N,118,"Crime,Drama,Thriller","violence, neo noir, murder",qKesRqocYTU,train
1844,2716,tt0279493,movie,Undercover Brother,Undercover Brother,0,2002,\N,86,"Action,Comedy","humor, blaxploitation",lFn1SZj59x8,train
1845,2717,tt0279778,movie,Divine Secrets of the Ya-Ya Sisterhood,Divine Secrets of the Ya-Ya Sisterhood,0,2002,\N,116,Drama,"entertaining, thought-provoking, inspiring, sentimental, flashback",TEgMH16DYN8,test
1846,2718,tt0279781,movie,Sorority Boys,Sorority Boys,0,2002,\N,93,Comedy,"humor, prank",1EX1nLDlBJM,train
1847,2719,tt0280030,movie,Peter Pan 2: Return to Never Land,Return to Never Land,0,2002,\N,72,"Adventure,Animation,Family","psychedelic, fantasy",nWDO6Zkq3DU,train
1848,2721,tt0280477,movie,Better Luck Tomorrow,Better Luck Tomorrow,0,2002,\N,101,"Crime,Drama,Romance","psychedelic, suspenseful, murder, flashback",Bf9q7twWZlc,val
1849,2722,tt0280486,movie,Bad Company,Bad Company,0,2002,\N,116,"Action,Comedy,Thriller",murder,-h8wWFqwmcA,train
1850,2723,tt0280590,movie,Mr. Deeds,Mr. Deeds,0,2002,\N,96,"Comedy,Romance","fantasy, entertaining",0lrWcvs9IKQ,train
1851,2724,tt0280609,movie,Dog Soldiers,Dog Soldiers,0,2002,\N,105,"Action,Horror,Thriller","cult, horror, violence, atmospheric, humor, action, claustrophobic, entertaining",R_0Ej5N-hFQ,train
1852,2725,tt0280653,movie,Amen.,Amen.,0,2002,\N,132,"Biography,Crime,Drama",murder,Eah630G1T_k,train
1853,2726,tt0280665,movie,Femme Fatale,Femme Fatale,0,2002,\N,114,"Crime,Drama,Mystery","cult, suspenseful, murder, flashback",4qrox5ZS2go,train
1854,2728,tt0280760,movie,Igby Goes Down,Igby Goes Down,0,2002,\N,98,"Comedy,Drama","comedy, dark, murder, flashback, psychedelic, storytelling",hUasrz__U6I,test
1855,2729,tt0281322,movie,Undisputed,Undisputed,0,2002,\N,96,"Action,Crime,Drama","cult, humor, murder, violence, flashback",qX_hOeC9Pj8,test
1856,2730,tt0281364,movie,Wasabi,Wasabi,0,2001,\N,94,"Action,Comedy,Crime","violence, comedy, action",4lkJkux3c-M,test
1857,2731,tt0282209,movie,Darkness Falls,Darkness Falls,0,2003,\N,86,"Fantasy,Horror,Mystery","revenge, fantasy, dark, murder, flashback",xfvAF-UdS_o,train
1858,2732,tt0282687,movie,Life or Something Like It,Life or Something Like It,0,2002,\N,103,"Comedy,Romance","paranormal, romantic, boring, prank",mrABbniibrg,train
1859,2733,tt0282698,movie,Love Liza,Love Liza,0,2002,\N,90,"Comedy,Drama","melodrama, romantic, flashback",fVULgMpPLls,train
1860,2734,tt0283003,movie,Spun,Spun,0,2002,\N,101,"Comedy,Crime,Drama","pornographic, boring, entertaining",lrWD1kVi0ME,train
1861,2735,tt0283026,movie,Swimfan,Swimfan,0,2002,\N,85,"Drama,Thriller","romantic, murder",W-RGVruG7Y0,train
1862,2736,tt0283084,movie,Tuck Everlasting,Tuck Everlasting,0,2002,\N,90,"Drama,Family,Fantasy","philosophical, murder, flashback",yQMOqnDZqe4,train
1863,2737,tt0283139,movie,White Oleander,White Oleander,0,2002,\N,109,Drama,"cruelty, murder, violence, flashback, melodrama, romantic",GmUraGXQYRI,train
1864,2738,tt0283160,movie,Extreme Ops,Extreme Ops,0,2002,\N,93,"Action,Adventure,Thriller","suspenseful, comedy",nKaCHJe5fsY,train
1865,2739,tt0283509,movie,No Man's Land,No Man's Land,0,2001,\N,98,"Comedy,Drama,War","comedy, murder, anti war, violence, thought-provoking, satire, tragedy, suspenseful, sentimental",ZcAmx-jQdYE,train
1866,2740,tt0283530,movie,The Emperor's Club,The Emperor's Club,0,2002,\N,109,Drama,"prank, historical, flashback",k0gHibeHfdA,train
1867,2742,tt0283877,video,American Psycho II: All American Girl,American Psycho II: All American Girl,0,2002,\N,88,"Horror,Thriller","comedy, psychological, murder, violence, flashback, plot twist",xP7_wJYDKqo,train
1868,2744,tt0284490,movie,Showtime,Showtime,0,2002,\N,95,"Action,Comedy,Crime","cult, violence",_RxS9A9gcas,val
1869,2746,tt0285175,movie,Havoc,Havoc,0,2005,\N,85,"Crime,Drama",violence,ryRi27Sb23k,train
1870,2747,tt0285492,movie,Cube²: Hypercube,Cube 2: Hypercube,0,2002,\N,94,"Horror,Mystery,Sci-Fi","psychological, murder, violence, alternate reality, psychedelic, claustrophobic, romantic",rr0mtEVAwBM,train
1871,2748,tt0285531,movie,Dreamcatcher,Dreamcatcher,0,2003,\N,136,"Drama,Horror,Sci-Fi","murder, stupid, paranormal, violence, flashback, psychedelic, inspiring",gwiRUGEYie8,val
1872,2749,tt0285742,movie,Monster's Ball,Monster's Ball,0,2001,\N,111,"Drama,Romance",tragedy,IaTU6U10p5s,train
1873,2750,tt0285823,movie,Once Upon a Time in Mexico,Once Upon a Time in Mexico,0,2003,\N,102,"Action,Crime,Thriller","comedy, neo noir, murder, dramatic, cult, violence, flashback, action, revenge, entertaining, storytelling",RPCxqwfV3ew,train
1874,2751,tt0286106,movie,Signs,Signs,0,2002,\N,106,"Drama,Mystery,Sci-Fi","suspenseful, murder, stupid, horror, atmospheric, flashback, humor, revenge",F5-Lv4CJmFM,train
1875,2753,tt0286499,movie,Bend It Like Beckham,Bend It Like Beckham,0,2002,\N,112,"Comedy,Drama,Romance","thought-provoking, cute, queer, feel-good, romantic, entertaining, sentimental",XsmbObwStSQ,train
1876,2755,tt0286716,movie,Hulk,Hulk,0,2003,\N,138,"Action,Sci-Fi","boring, murder, violence, flashback, good versus evil, action",H0RQOT14lck,test
1877,2756,tt0286947,movie,Scorched,Scorched,0,2003,\N,95,"Comedy,Crime","revenge, stupid, feel-good",aOyTCCdU5WA,val
1878,2757,tt0287839,tvMiniSeries,Children of Dune,Children of Dune,0,2003,2003,266,"Adventure,Drama,Sci-Fi",sci-fi,_wtvr_vM7oY,train
1879,2759,tt0288477,movie,Ghost Ship,Ghost Ship,0,2002,\N,91,Horror,"boring, murder, cult, violence, haunting, flashback, suspenseful, storytelling",EUiCQV_WSBA,train
1880,2760,tt0289765,movie,Red Dragon,Red Dragon,0,2002,\N,124,"Crime,Drama,Thriller","psychological, gothic, murder, neo noir, violence, flashback, good versus evil, insanity, tragedy, suspenseful",STnWeHx41p4,val
1881,2762,tt0289848,movie,Analyze That,Analyze That,0,2002,\N,96,"Comedy,Crime","flashback, comedy, home movie",vF-lF7slKV4,train
1882,2763,tt0289879,movie,The Butterfly Effect,The Butterfly Effect,0,2004,\N,113,"Drama,Sci-Fi,Thriller","dark, psychological, suspenseful, murder, mystery, stupid, dramatic, cult, alternate reality, violence, thought-provoking, flashback, insanity, psychedelic, romantic, revenge, sadist, home movie",Sq3Z9DHsGoU,train
1883,2764,tt0290002,movie,Meet the Fockers,Meet the Fockers,0,2004,\N,115,"Comedy,Romance","bleak, humor",rx5Q_JvD7Ys,train
1884,2766,tt0290879,movie,The Legend of Suriyothai,Suriyothai,0,2001,\N,185,"Action,Adventure,Biography","historical, murder, flashback",9rxNdA_MJEo,train
1885,2770,tt0292963,movie,Before the Devil Knows You're Dead,Before the Devil Knows You're Dead,0,2007,\N,117,"Crime,Drama,Thriller","suspenseful, neo noir, murder, violence, flashback, melodrama, revenge",94bz7bwiMLY,train
1886,2771,tt0293564,movie,Rush Hour 3,Rush Hour 3,0,2007,\N,91,"Action,Comedy,Crime","bleak, violence, comedy, murder",7zHXyPStmtU,train
1887,2772,tt0293815,movie,Friday After Next,Friday After Next,0,2002,\N,85,"Comedy,Drama","revenge, flashback",5TlYXoVuRLk,val
1888,2773,tt0294870,movie,Rent,Rent,0,2005,\N,135,"Drama,Musical,Romance","comedy, philosophical, home movie",0Y_5elAHSX4,train
1889,2774,tt0295178,movie,Austin Powers in Goldmember,Austin Powers in Goldmember,0,2002,\N,94,"Action,Adventure,Comedy","comedy, cult, flashback, humor, satire, entertaining, blaxploitation",iBcIAuGqOJ0,train
1890,2775,tt0295297,movie,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,0,2002,\N,161,"Adventure,Family,Fantasy","good versus evil, cult, fantasy, action, mystery",yJVLyrNBbMQ,train
1891,2778,tt0295700,movie,Wrong Turn,Wrong Turn,0,2003,\N,84,"Horror,Thriller","comedy, suspenseful, murder, cult, violence, horror, insanity, humor, revenge, prank",YL3ICJuK6nY,train
1892,2779,tt0295701,movie,xXx,xXx,0,2002,\N,124,"Action,Adventure,Thriller","psychedelic, cult, comedy, action, murder",dKtArxTOm-w,train
1893,2780,tt0295721,movie,Taxi 3,Taxi 3,0,2003,\N,84,"Action,Comedy,Crime",humor,UZoJkl5rCrg,train
1894,2781,tt0297181,movie,I Spy,I Spy,0,2002,\N,97,"Action,Adventure,Comedy","violence, comedy",gyucYhCz9tE,train
1895,2782,tt0297284,movie,Mindhunters,Mindhunters,0,2004,\N,106,"Crime,Horror,Thriller","entertaining, violence, murder, flashback",rhIBP4zFSr0,train
1896,2783,tt0297884,movie,Far from Heaven,Far from Heaven,0,2002,\N,107,"Drama,Romance","romantic, neo noir, queer",9Zq_wrDbXJQ,train
1897,2784,tt0298148,movie,Shrek 2,Shrek 2,0,2004,\N,93,"Adventure,Animation,Comedy","comedy, fantasy, cult, violence, humor, satire, romantic, entertaining",dB7a9utApIQ,train
1898,2785,tt0298203,movie,8 Mile,8 Mile,0,2002,\N,110,"Drama,Music",neo noir,TRZXaEl9fPo,train
1899,2786,tt0298228,movie,Whale Rider,Whale Rider,0,2002,\N,101,"Drama,Family","dramatic, boring",-2IW9Cr0lWs,train
1900,2787,tt0298296,movie,Derailed,Derailed,0,2002,\N,89,"Action,Thriller","violence, murder",pAdJsfL8jGE,train
1901,2788,tt0298388,movie,Jonah: A VeggieTales Movie,Jonah: A VeggieTales Movie,0,2002,\N,82,"Adventure,Animation,Comedy",cult,py6CtMzy28M,train
1902,2789,tt0298408,movie,Laurel Canyon,Laurel Canyon,0,2002,\N,103,Drama,romantic,xOBzSFozkwY,train
1903,2790,tt0298845,movie,In America,In America,0,2002,\N,105,Drama,sentimental,CK4sLTF0MPA,train
1904,2791,tt0298856,movie,Evelyn,Evelyn,0,2002,\N,94,Drama,romantic,RJBfsiqc98o,train
1905,2794,tt0299930,movie,Gigli,Gigli,0,2003,\N,121,"Comedy,Crime,Romance",cult,Q_VxogXPAhM,train
1906,2796,tt0300051,movie,Jersey Girl,Jersey Girl,0,2004,\N,102,"Comedy,Drama,Romance","comedy, dramatic, cult, cute, psychedelic, romantic",BAq00dlDz5I,test
1907,2797,tt0300471,movie,Shanghai Knights,Shanghai Knights,0,2003,\N,114,"Action,Adventure,Comedy","entertaining, revenge, murder, violence, bleak",1QUHogxpXp8,train
1908,2798,tt0300532,movie,Blue Crush,Blue Crush,0,2002,\N,104,"Drama,Romance,Sport",flashback,oAyG60RPv-k,train
1909,2799,tt0300556,movie,Timeline,Timeline,0,2003,\N,116,"Action,Adventure,Sci-Fi","boring, murder, cult, violence, psychedelic, action, romantic, revenge",ZlUCRwvxxbM,val
1910,2805,tt0302886,movie,Old School,Old School,0,2003,\N,88,Comedy,"comedy, adult comedy, stupid, bleak, cult, psychedelic, humor, romantic, revenge, entertaining",VqtymOtKr48,val
1911,2806,tt0303361,movie,May,May,0,2002,\N,93,"Comedy,Drama,Horror","comedy, psychological, cruelty, murder, cult, violence, flashback, insanity, tragedy, romantic",DwytTsUy0kg,test
1912,2807,tt0303714,movie,Barbershop,Barbershop,0,2002,\N,102,"Comedy,Drama","entertaining, blaxploitation",BH5kMAHANr0,train
1913,2808,tt0303785,movie,Bollywood/Hollywood,Bollywood/Hollywood,0,2002,\N,105,"Comedy,Drama,Musical",satire,js3N8e8InnY,train
1914,2809,tt0303816,movie,Cabin Fever,Cabin Fever,0,2002,\N,93,Horror,"comedy, suspenseful, murder, cult, violence, horror, flashback, insanity, absurd, psychedelic, romantic, revenge, storytelling",W9SDEakS2D0,val
1915,2810,tt0303933,movie,Drumline,Drumline,0,2002,\N,118,"Comedy,Drama,Music",comedy,3J_LqCnPvgI,test
1916,2811,tt0304141,movie,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,0,2004,\N,142,"Adventure,Family,Fantasy","good versus evil, cult, fantasy, gothic, dark",43dTYYftoys,train
1917,2812,tt0304415,movie,Mona Lisa Smile,Mona Lisa Smile,0,2003,\N,117,Drama,"romantic, storytelling, sentimental",CbsM4CLmeSw,val
1918,2814,tt0305224,movie,Anger Management,Anger Management,0,2003,\N,106,Comedy,"comedy, psychological, violence, flashback, humor, entertaining",79uuJdcC8wQ,test
1919,2815,tt0305357,movie,Charlie's Angels: Full Throttle,Charlie's Angels: Full Throttle,0,2003,\N,106,"Action,Adventure,Comedy","murder, flashback",RA3Yw7NxKcY,train
1920,2816,tt0305711,movie,Just Married,Just Married,0,2003,\N,95,"Comedy,Romance","entertaining, flashback",AIgG88G6RUk,val
1921,2817,tt0306047,movie,Scary Movie 3,Scary Movie 3,0,2003,\N,84,Comedy,"comedy, adult comedy, stupid, paranormal, bleak, cult, horror, humor",g06k4HOlEbg,test
1922,2818,tt0306685,movie,Cradle 2 the Grave,Cradle 2 the Grave,0,2003,\N,101,"Action,Crime,Drama","violence, murder",bzV6WtYbffs,val
1923,2819,tt0307453,movie,Shark Tale,Shark Tale,0,2004,\N,90,"Adventure,Animation,Comedy","cult, entertaining, romantic, flashback",hbBwU1WdtKg,train
1924,2820,tt0307479,movie,Solaris,Solaris,0,2002,\N,99,"Drama,Mystery,Romance","boring, psychological, flashback, psychedelic, philosophical, romantic",n4sJA-E51bQ,train
1925,2821,tt0307901,movie,25th Hour,25th Hour,0,2002,\N,135,Drama,"dark, psychological, neo noir, depressing, flashback, psychedelic, romantic",KhyHwUla5F8,val
1926,2822,tt0307987,movie,Bad Santa,Bad Santa,0,2003,\N,92,"Comedy,Crime,Drama","comedy, dark, murder, adult comedy, cult, suicidal, violence, humor, melodrama",1ZNXmHhPl78,train
1927,2824,tt0308208,movie,Ballistic: Ecks vs. Sever,Ballistic: Ecks vs. Sever,0,2002,\N,91,"Action,Crime,Mystery",murder,Tme_SdRv2gk,train
1928,2825,tt0308644,movie,Finding Neverland,Finding Neverland,0,2004,\N,106,"Biography,Drama,Family","dramatic, cute, fantasy, boring, romantic",EokTzD4g-50,train
1929,2826,tt0309377,movie,Blood Work,Blood Work,0,2002,\N,110,"Action,Crime,Drama","violence, murder",F4n7_AE12Mg,test
1930,2827,tt0309530,movie,Down with Love,Down with Love,0,2003,\N,101,"Comedy,Romance",revenge,5megJgs48vI,train
1931,2828,tt0309593,movie,Final Destination 2,Final Destination 2,0,2003,\N,90,"Horror,Thriller","paranormal, violence, sadist",kq52UOWmbU0,train
1932,2829,tt0309698,movie,Identity,Identity,0,2003,\N,90,"Mystery,Thriller","dark, mystery, psychological, murder, comedy, violence, flashback, insanity, psychedelic, suspenseful",G8x6FW6yM8g,test
1933,2830,tt0309820,movie,Luther,Luther,0,2003,\N,123,"Biography,Drama,History","violence, murder, romantic",z1hbfzDC7P0,test
1934,2831,tt0309912,movie,Nicholas Nickleby,Nicholas Nickleby,0,2002,\N,132,"Adventure,Drama,Romance","cruelty, intrigue, flashback, romantic, melodrama, tragedy, revenge",u7lenqzIGwI,val
1935,2833,tt0310357,movie,Willard,Willard,0,2003,\N,100,"Drama,Horror,Thriller","revenge, cult, comedy, murder, prank",eFTOppsw9Gs,train
1936,2834,tt0310793,movie,Bowling for Columbine,Bowling for Columbine,0,2002,\N,120,"Crime,Documentary,Drama","brainwashing, violence, satire, murder, stupid",EUSpszWfu_w,test
1937,2835,tt0310910,movie,Confidence,Confidence,0,2003,\N,97,"Crime,Thriller","plot twist, neo noir, murder, flashback",YH2qb5Bpg8s,train
1938,2836,tt0311110,movie,It Runs in the Family,It Runs in the Family,0,2003,\N,109,"Comedy,Drama,Romance",prank,MjBy15Th-PE,train
1939,2837,tt0311113,movie,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,0,2003,\N,138,"Action,Adventure,Drama","dramatic, action, historical, boring",BK8KpJ1o1ZE,train
1940,2838,tt0311289,movie,Holes,Holes,0,2003,\N,117,"Adventure,Comedy,Drama","revenge, comedy, murder, storytelling, flashback",hrI0BL_mXH8,val
1941,2839,tt0311361,movie,Jesus Christ Vampire Hunter,Jesus Christ Vampire Hunter,0,2001,\N,85,"Action,Comedy,Horror","absurd, comedy, violence",4LRIypcaIX4,val
1942,2840,tt0312329,movie,Against the Ropes,Against the Ropes,0,2004,\N,110,"Biography,Drama,Romance","romantic, entertaining",HxLg-j3O3Vk,train
1943,2841,tt0312549,movie,Veronica Guerin,Veronica Guerin,0,2003,\N,98,"Biography,Crime,Drama","suspenseful, murder, violence, flashback, romantic, tragedy, revenge",VMpOJFOahqw,train
1944,2842,tt0313443,movie,Out of Time,Out of Time,0,2003,\N,105,"Crime,Drama,Mystery","suspenseful, mystery, neo noir, murder, violence",CrGHtD1mbnU,train
1945,2843,tt0313542,movie,Runaway Jury,Runaway Jury,0,2003,\N,127,"Crime,Drama,Thriller","comedy, suspenseful, gothic, murder, boring, revenge, home movie",HYE2Bct0Xwg,val
1946,2844,tt0313670,movie,Sweet Sixteen,Sweet Sixteen,0,2002,\N,106,"Crime,Drama",realism,lmn_qDoJJSc,train
1947,2845,tt0313737,movie,Two Weeks Notice,Two Weeks Notice,0,2002,\N,101,"Comedy,Romance","romantic, entertaining",1YG-vYfz8yM,test
1948,2846,tt0313911,movie,Agent Cody Banks,Agent Cody Banks,0,2003,\N,102,"Action,Adventure,Comedy","violence, action",IePVKOom2BA,val
1949,2847,tt0314166,movie,Hey Arnold! The Movie,Hey Arnold! The Movie,0,2002,\N,76,"Adventure,Animation,Comedy","psychedelic, romantic",BkGaza1rPfQ,val
1950,2848,tt0314331,movie,Love Actually,Love Actually,0,2003,\N,135,"Comedy,Drama,Romance","comedy, boring, cult, cute, feel-good, psychedelic, satire, melodrama, romantic, entertaining",H9Z3_ifFheQ,train
1951,2849,tt0314353,movie,Tears of the Sun,Tears of the Sun,0,2003,\N,121,"Action,Drama,Thriller","tragedy, anti war, suspenseful, murder, violence",F0MpTpK6meA,train
1952,2850,tt0314412,movie,My Life Without Me,My Life Without Me,0,2003,\N,106,"Drama,Romance","thought-provoking, romantic, sentimental, storytelling, flashback",mPcbm-5MAPA,val
1953,2851,tt0314734,movie,Sucker Punch,Sucker Punch,0,2003,\N,90,"Comedy,Crime,Drama","dark, murder, violence",kNgRmeAF7Oo,train
1954,2853,tt0315297,movie,Twisted,Twisted,0,2004,\N,97,"Crime,Drama,Mystery","suspenseful, neo noir, murder, violence, flashback",sjphe2tlKKw,test
1955,2854,tt0315327,movie,Bruce Almighty,Bruce Almighty,0,2003,\N,101,"Comedy,Fantasy","comedy, fantasy, bleak, paranormal, humor, romantic, revenge, entertaining, sentimental",zD8PzYqCAT0,train
1956,2855,tt0315733,movie,21 Grams,21 Grams,0,2003,\N,124,"Crime,Drama,Thriller","suspenseful, boring, murder, realism, depressing, psychological, dramatic, flashback, romantic, melodrama, tragedy, revenge, storytelling",Wb_CcPDFf_E,test
1957,2858,tt0316356,movie,Open Range,Open Range,0,2003,\N,139,"Action,Drama,Romance","atmospheric, revenge, murder, violence",4werfN6fQ44,train
1958,2859,tt0316396,movie,Peter Pan,Peter Pan,0,2003,\N,113,"Adventure,Family,Fantasy","fantasy, murder, violence, action, romantic, storytelling",MKnI2KPMEjs,train
1959,2860,tt0316465,movie,Radio,Radio,0,2003,\N,109,"Biography,Drama,Sport",cruelty,Aw9XfGGdaow,train
1960,2861,tt0316654,movie,Spider-Man 2,Spider-Man 2,0,2004,\N,127,"Action,Adventure,Sci-Fi","murder, violence, cult, humor, action, romantic, revenge",Vr2zy31UI9g,val
1961,2863,tt0316732,movie,Taxi,Taxi,0,2004,\N,97,"Action,Comedy,Crime",flashback,oCjiNBiEUaQ,train
1962,2864,tt0317132,movie,Because of Winn-Dixie,Because of Winn-Dixie,0,2005,\N,106,"Comedy,Drama,Family","storytelling, flashback",FtfWMexIZNc,val
1963,2865,tt0317198,movie,Bridget Jones: The Edge of Reason,Bridget Jones: The Edge of Reason,0,2004,\N,108,"Comedy,Drama,Romance","absurd, comedy, psychedelic",2DFQNPx5sxA,train
1964,2866,tt0317219,movie,Cars,Cars,0,2006,\N,117,"Adventure,Animation,Comedy","comedy, sentimental, clever, flashback, entertaining, prank",XVOfF85wtJA,train
1965,2867,tt0317648,movie,Hidalgo,Hidalgo,0,2004,\N,136,"Action,Adventure,Biography",murder,urnjRUVYRY8,val
1966,2868,tt0317919,movie,Mission: Impossible III,Mission: Impossible III,0,2006,\N,126,"Action,Adventure,Thriller","murder, violence, good versus evil, psychedelic, action, suspenseful, sadist",ssWbGKTgXFc,train
1967,2869,tt0318155,movie,Looney Tunes: Back in Action,Looney Tunes: Back in Action,0,2003,\N,93,"Adventure,Animation,Comedy",psychedelic,Wjvc6VYwe0I,val
1968,2870,tt0318627,movie,Resident Evil: Apocalypse,Resident Evil: Apocalypse,0,2004,\N,94,"Action,Horror,Sci-Fi","violence, boring, murder, flashback",7IM9e3yYLzM,test
1969,2871,tt0318649,movie,Sahara,Sahara,0,2005,\N,124,"Action,Adventure,Comedy","comedy, humor, action, boring, flashback",VvA4Tbjk8tk,train
1970,2872,tt0318761,movie,Thumbsucker,Thumbsucker,0,2005,\N,96,"Comedy,Drama","violence, romantic, flashback",WCU83fA95Qg,train
1971,2873,tt0319061,movie,Big Fish,Big Fish,0,2003,\N,125,"Adventure,Drama,Fantasy","fantasy, boring, stupid, whimsical, thought-provoking, cute, magical realism, flashback, psychedelic, humor, action, romantic, entertaining, storytelling, sentimental",hv09743o8bs,train
1972,2874,tt0319343,movie,Elf,Elf,0,2003,\N,97,"Adventure,Comedy,Family","romantic, comedy, cute, entertaining, storytelling",gW9wRNqQ_P8,val
1973,2876,tt0319524,movie,How to Deal,How to Deal,0,2003,\N,101,"Comedy,Drama,Romance",flashback,M3WXNjo6d8M,train
1974,2877,tt0319970,tvMovie,Carrie,Carrie,0,2002,\N,132,"Drama,Horror,Sci-Fi","paranormal, revenge, gothic, prank",O60xLw64ufU,train
1975,2878,tt0320244,movie,Party Monster,Party Monster,0,2003,\N,98,"Biography,Crime,Drama","cult, comedy, murder, romantic, flashback",qV7MND4r0mY,train
